Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-08-19 15:15:00+00:00,641.5900268554688,641.6400146484375,641.2150268554688,641.4199829101562,545480
2025-08-19 15:20:00+00:00,641.155029296875,641.64501953125,641.110107421875,641.5900268554688,438761
2025-08-19 15:25:00+00:00,641.6099853515625,641.6950073242188,641.0599975585938,641.155029296875,442508
2025-08-19 15:30:00+00:00,641.8499755859375,641.8499755859375,641.530029296875,641.6099853515625,400710
2025-08-19 15:35:00+00:00,641.29248046875,641.9099731445312,641.2598876953125,641.8400268554688,517427
2025-08-19 15:40:00+00:00,641.3200073242188,641.510009765625,641.0919189453125,641.2999877929688,771941
2025-08-19 15:45:00+00:00,641.1199951171875,641.418701171875,641.0399780273438,641.3350219726562,428444
2025-08-19 15:50:00+00:00,640.8599853515625,641.1199951171875,640.6900024414062,641.1199951171875,601865
2025-08-19 15:55:00+00:00,640.75,640.9500122070312,640.6199951171875,640.8499755859375,536977
2025-08-19 16:00:00+00:00,640.8250122070312,641.0999755859375,640.719970703125,640.72998046875,488375
2025-08-19 16:05:00+00:00,640.4199829101562,640.9099731445312,640.3499755859375,640.8300170898438,441644
2025-08-19 16:10:00+00:00,640.22998046875,640.5399780273438,640.1699829101562,640.4201049804688,809967
2025-08-19 16:15:00+00:00,640.5650024414062,640.739990234375,640.2349853515625,640.2349853515625,533626
2025-08-19 16:20:00+00:00,640.6300048828125,640.8699951171875,640.4500122070312,640.5599975585938,299020
2025-08-19 16:25:00+00:00,640.3499755859375,640.7750244140625,640.27001953125,640.635009765625,357046
2025-08-19 16:30:00+00:00,640.4199829101562,640.5,640.1500244140625,640.3599853515625,521186
2025-08-19 16:35:00+00:00,640.02001953125,640.625,640.0,640.4299926757812,522407
2025-08-19 16:40:00+00:00,639.7899780273438,640.1099853515625,639.5999755859375,640.030029296875,948631
2025-08-19 16:45:00+00:00,639.7249755859375,639.8800048828125,639.3309936523438,639.75,823920
2025-08-19 16:50:00+00:00,639.6199951171875,640.0399780273438,639.5250244140625,639.6900024414062,572026
2025-08-19 16:55:00+00:00,639.6699829101562,639.7249755859375,639.4600219726562,639.6470947265625,538849
2025-08-19 17:00:00+00:00,639.3114013671875,639.75927734375,639.2899780273438,639.6699829101562,529070
2025-08-19 17:05:00+00:00,638.9299926757812,639.4251098632812,638.8049926757812,639.3099975585938,856681
2025-08-19 17:10:00+00:00,639.5349731445312,639.5549926757812,638.89501953125,638.9199829101562,659682
2025-08-19 17:15:00+00:00,639.2000732421875,639.5800170898438,639.0399780273438,639.5549926757812,598240
2025-08-19 17:20:00+00:00,639.4880981445312,639.6199951171875,639.155029296875,639.2050170898438,427376
2025-08-19 17:25:00+00:00,639.719970703125,639.8599853515625,639.47998046875,639.4949951171875,509486
2025-08-19 17:30:00+00:00,639.7949829101562,639.9099731445312,639.6500244140625,639.7100219726562,350654
2025-08-19 17:35:00+00:00,639.89501953125,640.1099853515625,639.8099975585938,639.8099975585938,406839
2025-08-19 17:40:00+00:00,639.9450073242188,640.0900268554688,639.8699951171875,639.8800048828125,478638
2025-08-19 17:45:00+00:00,639.77197265625,640.0250244140625,639.625,639.944580078125,528430
2025-08-19 17:50:00+00:00,639.7249755859375,639.989990234375,639.6719970703125,639.780029296875,350551
2025-08-19 17:55:00+00:00,639.8300170898438,640.030029296875,639.7100219726562,639.7249755859375,322203
2025-08-19 18:00:00+00:00,639.2299194335938,639.8800048828125,638.8200073242188,639.8200073242188,687311
2025-08-19 18:05:00+00:00,639.72998046875,639.739990234375,639.1199951171875,639.22998046875,656338
2025-08-19 18:10:00+00:00,639.1798706054688,639.760009765625,639.1699829101562,639.719970703125,512959
2025-08-19 18:15:00+00:00,639.0999755859375,639.3099975585938,639.030029296875,639.1699829101562,470778
2025-08-19 18:20:00+00:00,639.0650024414062,639.1599731445312,638.9099731445312,639.0900268554688,402745
2025-08-19 18:25:00+00:00,639.094970703125,639.3099975585938,638.9299926757812,639.0557861328125,351697
2025-08-19 18:30:00+00:00,638.905029296875,639.1950073242188,638.8300170898438,639.094970703125,365794
2025-08-19 18:35:00+00:00,638.8099975585938,639.030029296875,638.719970703125,638.9099731445312,587211
2025-08-19 18:40:00+00:00,638.9099731445312,639.1099853515625,638.6599731445312,638.7999877929688,742037
2025-08-19 18:45:00+00:00,638.8099975585938,638.9849853515625,638.7650146484375,638.9099731445312,554911
2025-08-19 18:50:00+00:00,639.1699829101562,639.1699829101562,638.7100219726562,638.8099975585938,414256
2025-08-19 18:55:00+00:00,639.0999755859375,639.280029296875,638.989990234375,639.1599731445312,511248
2025-08-19 19:00:00+00:00,638.8400268554688,639.1300048828125,638.47998046875,639.1199951171875,779751
2025-08-19 19:05:00+00:00,638.7550048828125,638.9400024414062,638.64501953125,638.8300170898438,960192
2025-08-19 19:10:00+00:00,638.7349853515625,638.9199829101562,638.6799926757812,638.739990234375,521731
2025-08-19 19:15:00+00:00,638.8200073242188,638.8499755859375,638.5999755859375,638.72998046875,699629
2025-08-19 19:20:00+00:00,639.25,639.25,638.719970703125,638.8099975585938,856323
2025-08-19 19:25:00+00:00,639.2050170898438,639.25,639.064208984375,639.25,761296
2025-08-19 19:30:00+00:00,639.3200073242188,639.469970703125,639.1599731445312,639.2100219726562,809757
2025-08-19 19:35:00+00:00,639.260009765625,639.3800048828125,639.1749877929688,639.3099975585938,752747
2025-08-19 19:40:00+00:00,639.4199829101562,639.4199829101562,639.1849975585938,639.27001953125,1222461
2025-08-19 19:45:00+00:00,639.1599731445312,639.4299926757812,639.0549926757812,639.4099731445312,1022507
2025-08-19 19:50:00+00:00,638.7899780273438,639.219970703125,638.7150268554688,639.1599731445312,1461766
2025-08-19 19:55:00+00:00,639.75,639.9099731445312,638.7899780273438,638.7999877929688,5199320
2025-08-20 13:30:00+00:00,638.7650146484375,639.1199951171875,638.39501953125,639.0,3041832
2025-08-20 13:35:00+00:00,638.4949951171875,639.0700073242188,638.469970703125,638.760009765625,1405057
2025-08-20 13:40:00+00:00,638.1699829101562,638.8699951171875,638.1099853515625,638.5,1788967
2025-08-20 13:45:00+00:00,637.385009765625,638.2100219726562,637.3699951171875,638.1699829101562,1946971
2025-08-20 13:50:00+00:00,635.5,637.3900146484375,635.4099731445312,637.3900146484375,3222922
2025-08-20 13:55:00+00:00,635.3900146484375,635.97998046875,634.9600219726562,635.510009765625,2886743
2025-08-20 14:00:00+00:00,635.5499877929688,636.2899780273438,635.280029296875,635.3800048828125,2154057
2025-08-20 14:05:00+00:00,634.3599853515625,635.6400146484375,634.22998046875,635.5700073242188,1957146
2025-08-20 14:10:00+00:00,634.4600219726562,634.8200073242188,634.1900024414062,634.3699951171875,2194797
2025-08-20 14:15:00+00:00,634.614990234375,634.739990234375,633.6699829101562,634.4299926757812,1810736
2025-08-20 14:20:00+00:00,634.83837890625,635.2183227539062,634.4600219726562,634.6199951171875,1120812
2025-08-20 14:25:00+00:00,633.9199829101562,635.1400146484375,633.8800048828125,634.8400268554688,1155520
2025-08-20 14:30:00+00:00,634.1119995117188,634.1699829101562,633.5900268554688,633.9400024414062,1376732
2025-08-20 14:35:00+00:00,633.8599853515625,634.239990234375,633.739990234375,634.1099853515625,800730
2025-08-20 14:40:00+00:00,633.5421142578125,633.9500122070312,633.4000244140625,633.8892211914062,901479
2025-08-20 14:45:00+00:00,633.3499755859375,633.8400268554688,633.0499877929688,633.5349731445312,1088289
2025-08-20 14:50:00+00:00,633.136474609375,633.5390014648438,632.9500122070312,633.3400268554688,919292
2025-08-20 14:55:00+00:00,633.3800048828125,633.4500122070312,632.9600219726562,633.1300048828125,1281703
2025-08-20 15:00:00+00:00,633.719970703125,633.75,633.1799926757812,633.3800048828125,1049165
2025-08-20 15:05:00+00:00,634.6300048828125,634.719970703125,633.6900024414062,633.7100219726562,1089960
2025-08-20 15:10:00+00:00,634.8300170898438,634.905029296875,634.3765258789062,634.635009765625,923923
2025-08-20 15:15:00+00:00,635.5150146484375,635.6099853515625,634.8200073242188,634.8300170898438,1108238
2025-08-20 15:20:00+00:00,636.260009765625,636.2999877929688,635.489990234375,635.510009765625,949277
2025-08-20 15:25:00+00:00,636.375,636.4299926757812,635.8900146484375,636.260009765625,1074194
2025-08-20 15:30:00+00:00,636.75,636.8350219726562,636.0900268554688,636.3499755859375,959766
2025-08-20 15:35:00+00:00,636.2449951171875,636.9000244140625,636.239990234375,636.7449951171875,728779
2025-08-20 15:40:00+00:00,636.2750244140625,636.8200073242188,636.1599731445312,636.260009765625,834918
2025-08-20 15:45:00+00:00,636.010009765625,636.5050048828125,635.9099731445312,636.280029296875,632347
2025-08-20 15:50:00+00:00,635.0999755859375,636.030029296875,634.9299926757812,636.010009765625,788195
2025-08-20 15:55:00+00:00,635.1500244140625,635.3298950195312,634.719970703125,635.125,621960
2025-08-20 16:00:00+00:00,635.6699829101562,635.8800048828125,635.0750122070312,635.1400146484375,682177
2025-08-20 16:05:00+00:00,635.6300048828125,635.7899780273438,635.385009765625,635.6699829101562,444518
2025-08-20 16:10:00+00:00,636.3200073242188,636.35498046875,635.5499877929688,635.6500244140625,566837
2025-08-20 16:15:00+00:00,636.7550048828125,636.7899780273438,636.2899780273438,636.3300170898438,624612
2025-08-20 16:20:00+00:00,637.010009765625,637.1599731445312,636.6799926757812,636.75,879150
2025-08-20 16:25:00+00:00,637.4207153320312,637.475830078125,636.9500122070312,637.0,905949
2025-08-20 16:30:00+00:00,637.02001953125,637.4500122070312,636.8300170898438,637.4249877929688,737844
2025-08-20 16:35:00+00:00,636.9099731445312,637.155029296875,636.594970703125,637.0,453014
2025-08-20 16:40:00+00:00,637.0150146484375,637.1199951171875,636.4600219726562,636.9149780273438,508596
2025-08-20 16:45:00+00:00,636.625,637.136474609375,636.5,637.010009765625,448658
2025-08-20 16:50:00+00:00,636.5809936523438,636.8499755859375,636.3049926757812,636.6300048828125,518399
2025-08-20 16:55:00+00:00,636.3150024414062,636.5800170898438,635.9299926757812,636.5800170898438,1001267
2025-08-20 17:00:00+00:00,636.8499755859375,636.9500122070312,636.1300048828125,636.3099975585938,468875
2025-08-20 17:05:00+00:00,637.030029296875,637.125,636.4099731445312,636.8400268554688,359324
2025-08-20 17:10:00+00:00,636.489990234375,637.0700073242188,636.4500122070312,637.0650024414062,344817
2025-08-20 17:15:00+00:00,636.8499755859375,636.9500122070312,636.280029296875,636.5,295627
2025-08-20 17:20:00+00:00,636.5399780273438,637.2100219726562,636.489990234375,636.8599243164062,448685
2025-08-20 17:25:00+00:00,636.5599975585938,636.655029296875,636.2899780273438,636.52001953125,355258
2025-08-20 17:30:00+00:00,637.47998046875,637.5700073242188,636.510009765625,636.5599975585938,479199
2025-08-20 17:35:00+00:00,637.4600219726562,637.5800170898438,637.1950073242188,637.47998046875,451739
2025-08-20 17:40:00+00:00,637.610107421875,637.655029296875,637.3400268554688,637.47998046875,290311
2025-08-20 17:45:00+00:00,637.64501953125,637.9600219726562,637.5549926757812,637.6300048828125,489137
2025-08-20 17:50:00+00:00,637.489990234375,637.72998046875,637.3099975585938,637.6300048828125,373647
2025-08-20 17:55:00+00:00,637.197998046875,637.5,637.010009765625,637.47998046875,512669
2025-08-20 18:00:00+00:00,636.1699829101562,637.3300170898438,635.739990234375,637.1799926757812,1560039
2025-08-20 18:05:00+00:00,636.3900146484375,636.4500122070312,635.7949829101562,636.1699829101562,715236
2025-08-20 18:10:00+00:00,636.0150146484375,636.52001953125,635.6300048828125,636.3800048828125,576877
2025-08-20 18:15:00+00:00,635.5599975585938,636.0800170898438,635.52001953125,636.0,836094
2025-08-20 18:20:00+00:00,635.8599853515625,635.969970703125,635.2100219726562,635.5599975585938,773506
2025-08-20 18:25:00+00:00,635.8300170898438,636.1099853515625,635.6699829101562,635.8624267578125,608797
2025-08-20 18:30:00+00:00,636.2658081054688,636.3200073242188,635.75,635.8316040039062,687538
2025-08-20 18:35:00+00:00,636.6849975585938,636.7100219726562,635.989990234375,636.25,638367
2025-08-20 18:40:00+00:00,636.7349853515625,636.8499755859375,636.4849243164062,636.6699829101562,584331
2025-08-20 18:45:00+00:00,637.1799926757812,637.2899780273438,636.6900024414062,636.739990234375,695734
2025-08-20 18:50:00+00:00,637.0599975585938,637.3800048828125,636.9199829101562,637.1699829101562,697091
2025-08-20 18:55:00+00:00,636.6900024414062,637.239990234375,636.6010131835938,637.0700073242188,534876
2025-08-20 19:00:00+00:00,637.0900268554688,637.1400146484375,636.6900024414062,636.6900024414062,502781
2025-08-20 19:05:00+00:00,637.4649047851562,637.530029296875,636.9500122070312,637.0900268554688,624716
2025-08-20 19:10:00+00:00,638.18212890625,638.2999877929688,637.4500122070312,637.4600219726562,991878
2025-08-20 19:15:00+00:00,638.22998046875,638.4199829101562,637.989990234375,638.1749877929688,879764
2025-08-20 19:20:00+00:00,638.7999877929688,638.869873046875,638.1649780273438,638.2349853515625,1139963
2025-08-20 19:25:00+00:00,638.3300170898438,638.8099975585938,638.1300048828125,638.7899780273438,1149882
2025-08-20 19:30:00+00:00,638.7000122070312,638.7999877929688,638.1699829101562,638.3150024414062,696069
2025-08-20 19:35:00+00:00,638.4749755859375,638.905029296875,638.4299926757812,638.7000122070312,1200813
2025-08-20 19:40:00+00:00,638.77001953125,638.7899780273438,638.4301147460938,638.489990234375,885746
2025-08-20 19:45:00+00:00,638.9400024414062,639.0,638.614990234375,638.780029296875,1023317
2025-08-20 19:50:00+00:00,638.8300170898438,639.0599975585938,638.3599853515625,638.9400024414062,2179365
2025-08-20 19:55:00+00:00,638.0399780273438,639.02001953125,637.8049926757812,638.8099975585938,3725302
2025-08-21 13:30:00+00:00,635.897216796875,636.510009765625,635.25,636.280029296875,2979517
2025-08-21 13:35:00+00:00,636.3699951171875,636.3800048828125,635.5599975585938,635.9000244140625,1074849
2025-08-21 13:40:00+00:00,635.9500122070312,636.3699951171875,635.6699829101562,636.3699951171875,625753
2025-08-21 13:45:00+00:00,636.1400146484375,636.239990234375,634.3099975585938,636.030029296875,1813364
2025-08-21 13:50:00+00:00,635.8699951171875,636.1749877929688,635.3400268554688,636.1400146484375,1014409
2025-08-21 13:55:00+00:00,635.1300048828125,636.0,635.0449829101562,635.8699951171875,799651
2025-08-21 14:00:00+00:00,636.7650146484375,636.9299926757812,634.5999755859375,635.1199951171875,1206740
2025-08-21 14:05:00+00:00,637.0800170898438,637.239990234375,636.6500244140625,636.75,818752
2025-08-21 14:10:00+00:00,637.135009765625,637.4000244140625,636.719970703125,637.0700073242188,597780
2025-08-21 14:15:00+00:00,637.510009765625,637.77001953125,636.989990234375,637.135009765625,509436
2025-08-21 14:20:00+00:00,637.6799926757812,637.739990234375,637.3399047851562,637.47998046875,392928
2025-08-21 14:25:00+00:00,637.8900146484375,637.969970703125,637.219970703125,637.6799926757812,583782
2025-08-21 14:30:00+00:00,637.1799926757812,637.9000244140625,636.989990234375,637.8900146484375,502472
2025-08-21 14:35:00+00:00,636.2650146484375,637.22998046875,636.22998046875,637.1900024414062,451475
2025-08-21 14:40:00+00:00,636.8099975585938,636.8198852539062,636.0999755859375,636.22998046875,512865
2025-08-21 14:45:00+00:00,636.3505859375,637.0399780273438,636.3505859375,636.7899780273438,420034
2025-08-21 14:50:00+00:00,637.0355224609375,637.0599975585938,636.4000244140625,636.4000244140625,288307
2025-08-21 14:55:00+00:00,637.1500244140625,637.22802734375,636.7999877929688,637.009521484375,326793
2025-08-21 15:00:00+00:00,636.94580078125,637.4398803710938,636.8400268554688,637.1599731445312,397164
2025-08-21 15:05:00+00:00,636.760009765625,636.97998046875,636.5999755859375,636.969970703125,278804
2025-08-21 15:10:00+00:00,635.530029296875,636.85498046875,635.4550170898438,636.77001953125,699776
2025-08-21 15:15:00+00:00,636.27001953125,636.3200073242188,635.2999877929688,635.5,557906
2025-08-21 15:20:00+00:00,637.030029296875,637.260009765625,636.02001953125,636.25,646185
2025-08-21 15:25:00+00:00,636.6900024414062,637.0700073242188,636.3900146484375,637.02001953125,495936
2025-08-21 15:30:00+00:00,637.27001953125,637.4000244140625,636.6199951171875,636.7000122070312,420369
2025-08-21 15:35:00+00:00,637.2100219726562,637.4500122070312,637.1339721679688,637.280029296875,274089
2025-08-21 15:40:00+00:00,637.3599853515625,637.5900268554688,636.989990234375,637.2000122070312,331087
2025-08-21 15:45:00+00:00,636.9249877929688,637.3800048828125,636.739990234375,637.3599853515625,311460
2025-08-21 15:50:00+00:00,635.780029296875,636.9600219726562,635.6799926757812,636.9199829101562,559504
2025-08-21 15:55:00+00:00,635.5800170898438,635.8699951171875,635.4299926757812,635.780029296875,898631
2025-08-21 16:00:00+00:00,635.0999755859375,635.719970703125,635.0814208984375,635.5800170898438,725343
2025-08-21 16:05:00+00:00,635.1950073242188,635.469970703125,635.0599975585938,635.1099853515625,615697
2025-08-21 16:10:00+00:00,635.4349975585938,635.6900024414062,634.9600219726562,635.1699829101562,622752
2025-08-21 16:15:00+00:00,635.7999877929688,635.8900146484375,635.4199829101562,635.4400024414062,434083
2025-08-21 16:20:00+00:00,635.719970703125,635.8150024414062,635.4400024414062,635.8099975585938,409898
2025-08-21 16:25:00+00:00,635.25,635.719970703125,634.97998046875,635.719970703125,334107
2025-08-21 16:30:00+00:00,635.2000122070312,635.7000122070312,635.0599975585938,635.25,316098
2025-08-21 16:35:00+00:00,635.4949951171875,635.5700073242188,634.9849853515625,635.2000122070312,496915
2025-08-21 16:40:00+00:00,635.469970703125,635.72998046875,635.25,635.489990234375,281706
2025-08-21 16:45:00+00:00,635.3065185546875,635.5800170898438,635.0,635.4500122070312,295107
2025-08-21 16:50:00+00:00,635.8400268554688,636.0,635.280029296875,635.280029296875,486665
2025-08-21 16:55:00+00:00,634.8699951171875,635.97998046875,634.6699829101562,635.8400268554688,487371
2025-08-21 17:00:00+00:00,635.2000122070312,635.22998046875,634.6699829101562,634.8699951171875,408208
2025-08-21 17:05:00+00:00,635.2050170898438,635.4669799804688,635.0399780273438,635.1900024414062,359431
2025-08-21 17:10:00+00:00,634.6799926757812,635.219970703125,634.6300048828125,635.219970703125,322452
2025-08-21 17:15:00+00:00,634.3699951171875,634.8099975585938,634.2000122070312,634.6500244140625,553776
2025-08-21 17:20:00+00:00,634.0900268554688,634.52978515625,634.02001953125,634.3699951171875,440024
2025-08-21 17:25:00+00:00,634.4349975585938,634.530029296875,633.8099975585938,634.114990234375,776312
2025-08-21 17:30:00+00:00,635.010009765625,635.02001953125,634.3399047851562,634.4299926757812,611179
2025-08-21 17:35:00+00:00,635.5150146484375,635.6400146484375,634.9400024414062,635.010009765625,435912
2025-08-21 17:40:00+00:00,635.7449951171875,635.8699951171875,635.5,635.5399780273438,796269
2025-08-21 17:45:00+00:00,635.8989868164062,636.2000122070312,635.6799926757812,635.72998046875,524394
2025-08-21 17:50:00+00:00,635.760009765625,636.0399780273438,635.4349975585938,635.9000244140625,562462
2025-08-21 17:55:00+00:00,635.919921875,636.0,635.6749877929688,635.739990234375,319534
2025-08-21 18:00:00+00:00,635.8800048828125,636.0900268554688,635.739990234375,635.9099731445312,447853
2025-08-21 18:05:00+00:00,635.7000122070312,636.02001953125,635.52001953125,635.8900146484375,342997
2025-08-21 18:10:00+00:00,635.8800048828125,636.010009765625,635.4349975585938,635.6799926757812,319814
2025-08-21 18:15:00+00:00,636.0715942382812,636.14501953125,635.7150268554688,635.8900146484375,258948
2025-08-21 18:20:00+00:00,636.030029296875,636.1900024414062,635.72998046875,636.0800170898438,348117
2025-08-21 18:25:00+00:00,635.5,636.0399169921875,635.47998046875,636.02001953125,396687
2025-08-21 18:30:00+00:00,635.5999755859375,635.6300048828125,635.0900268554688,635.510009765625,629578
2025-08-21 18:35:00+00:00,635.9349975585938,636.0250244140625,635.5499877929688,635.5999755859375,446830
2025-08-21 18:40:00+00:00,635.5999755859375,636.02001953125,635.5800170898438,635.9299926757812,338868
2025-08-21 18:45:00+00:00,635.5599975585938,635.5999755859375,635.2100219726562,635.5999755859375,368057
2025-08-21 18:50:00+00:00,635.9199829101562,636.1099853515625,635.4500122070312,635.5900268554688,397431
2025-08-21 18:55:00+00:00,636.1199951171875,636.27001953125,635.6400146484375,635.9199829101562,476924
2025-08-21 19:00:00+00:00,636.1699829101562,636.3800048828125,636.030029296875,636.1099853515625,649745
2025-08-21 19:05:00+00:00,636.364990234375,636.52001953125,636.125,636.1699829101562,378994
2025-08-21 19:10:00+00:00,636.3350219726562,636.469970703125,636.2150268554688,636.3699951171875,401914
2025-08-21 19:15:00+00:00,636.1199951171875,636.3599853515625,635.97998046875,636.3499755859375,443612
2025-08-21 19:20:00+00:00,636.260009765625,636.27001953125,636.030029296875,636.135009765625,320965
2025-08-21 19:25:00+00:00,635.9400024414062,636.3200073242188,635.8900146484375,636.260009765625,365598
2025-08-21 19:30:00+00:00,635.72998046875,635.97998046875,635.7000122070312,635.9500122070312,548792
2025-08-21 19:35:00+00:00,635.5700073242188,635.7899780273438,635.4149780273438,635.72998046875,655582
2025-08-21 19:40:00+00:00,635.4299926757812,635.72998046875,635.25,635.5700073242188,1046777
2025-08-21 19:45:00+00:00,635.5198974609375,635.6099853515625,635.22998046875,635.4400024414062,1297299
2025-08-21 19:50:00+00:00,635.6699829101562,635.8699951171875,635.3250122070312,635.5,1707938
2025-08-21 19:55:00+00:00,635.5900268554688,635.889892578125,635.0800170898438,635.6699829101562,2747752
2025-08-22 13:30:00+00:00,637.6699829101562,638.0999755859375,637.25,637.760009765625,2090789
2025-08-22 13:35:00+00:00,638.530029296875,638.5449829101562,637.5900268554688,637.6900024414062,885752
2025-08-22 13:40:00+00:00,639.4099731445312,639.4299926757812,638.340087890625,638.530029296875,1109957
2025-08-22 13:45:00+00:00,639.5650024414062,639.719970703125,638.9099731445312,639.4000244140625,1309991
2025-08-22 13:50:00+00:00,639.2000122070312,639.7000122070312,639.1007080078125,639.5700073242188,944460
2025-08-22 13:55:00+00:00,638.4099731445312,639.280029296875,638.1199951171875,639.219970703125,1125406
2025-08-22 14:00:00+00:00,642.9099731445312,644.1599731445312,638.4099731445312,638.4099731445312,6120210
2025-08-22 14:05:00+00:00,644.0900268554688,644.3599853515625,642.5399780273438,642.9299926757812,3754212
2025-08-22 14:10:00+00:00,644.72998046875,644.9500122070312,643.77001953125,644.1199951171875,2180344
2025-08-22 14:15:00+00:00,644.1099853515625,645.5499877929688,643.9099731445312,644.7100219726562,2773713
2025-08-22 14:20:00+00:00,643.8414916992188,644.3300170898438,643.0399780273438,644.0800170898438,1943668
2025-08-22 14:25:00+00:00,644.1099853515625,644.7000122070312,643.469970703125,643.8400268554688,1353397
2025-08-22 14:30:00+00:00,644.9500122070312,645.1699829101562,644.1300048828125,644.1337890625,1170678
2025-08-22 14:35:00+00:00,644.8200073242188,645.3583984375,644.6900024414062,644.9500122070312,950024
2025-08-22 14:40:00+00:00,645.5349731445312,645.6500244140625,644.7100219726562,644.8200073242188,1003575
2025-08-22 14:45:00+00:00,645.4400024414062,646.010009765625,645.3800048828125,645.52001953125,1128339
2025-08-22 14:50:00+00:00,645.780029296875,645.8300170898438,645.260009765625,645.5198974609375,1017106
2025-08-22 14:55:00+00:00,645.6458129882812,646.1699829101562,645.6300048828125,645.760009765625,1165573
2025-08-22 15:00:00+00:00,646.1799926757812,646.27001953125,645.5800170898438,645.6500244140625,1128069
2025-08-22 15:05:00+00:00,645.7150268554688,646.22998046875,645.6300048828125,646.1900024414062,880931
2025-08-22 15:10:00+00:00,645.5399780273438,646.2249755859375,645.469970703125,645.7000122070312,1177868
2025-08-22 15:15:00+00:00,645.9500122070312,646.0700073242188,645.469970703125,645.5399780273438,797310
2025-08-22 15:20:00+00:00,645.7550048828125,646.1900024414062,645.72998046875,645.9400024414062,811302
2025-08-22 15:25:00+00:00,646.0,646.0650024414062,645.6199951171875,645.760009765625,886603
2025-08-22 15:30:00+00:00,646.389892578125,646.5,645.9650268554688,646.010009765625,644617
2025-08-22 15:35:00+00:00,645.9199829101562,646.4600219726562,645.7899780273438,646.364990234375,655799
2025-08-22 15:40:00+00:00,646.0499877929688,646.1500244140625,645.8099975585938,645.9400024414062,614546
2025-08-22 15:45:00+00:00,645.8800048828125,646.280029296875,645.7349853515625,646.0399780273438,866453
2025-08-22 15:50:00+00:00,645.719970703125,645.9400024414062,645.6199951171875,645.8699951171875,678625
2025-08-22 15:55:00+00:00,645.4099731445312,645.8699951171875,645.2999877929688,645.719970703125,716900
2025-08-22 16:00:00+00:00,645.8800048828125,645.9099731445312,645.2999877929688,645.4149780273438,573626
2025-08-22 16:05:00+00:00,645.594970703125,645.9000244140625,645.5499877929688,645.885009765625,526550
2025-08-22 16:10:00+00:00,645.4099731445312,645.760009765625,645.2249755859375,645.6099853515625,452573
2025-08-22 16:15:00+00:00,645.0999755859375,645.489990234375,644.760009765625,645.4000244140625,945704
2025-08-22 16:20:00+00:00,645.1199951171875,645.469970703125,644.9949951171875,645.0900268554688,516314
2025-08-22 16:25:00+00:00,644.780029296875,645.1400146484375,644.6950073242188,645.1400146484375,451452
2025-08-22 16:30:00+00:00,645.1699829101562,645.280029296875,644.780029296875,644.780029296875,298685
2025-08-22 16:35:00+00:00,645.02001953125,645.440673828125,645.010009765625,645.1699829101562,342032
2025-08-22 16:40:00+00:00,645.0999145507812,645.22998046875,644.9199829101562,645.030029296875,379096
2025-08-22 16:45:00+00:00,645.0599975585938,645.260009765625,644.97998046875,645.0800170898438,282041
2025-08-22 16:50:00+00:00,644.7849731445312,645.1799926757812,644.6519775390625,645.0599975585938,292762
